timestamp,cap_flags,roll_min,roll_max,pitch_min,pitch_max,yaw_min,yaw_max,gimbal_device_id
2876654794,132530,-0.9329447,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2876704442,132530,-0.93151534,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2876754502,132530,-0.9354797,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2876804706,132530,-0.9425112,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2876854488,132530,-0.94972485,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2876905834,132530,-0.9550016,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2876954530,132530,-0.9586552,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877004468,132530,-0.962024,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877054446,132530,-0.9636136,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877104533,132530,-0.9654513,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877154685,132530,-0.96829545,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877204540,132530,-0.97164357,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877254754,132530,-0.9743953,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877305358,132530,-0.9752703,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877354777,132530,-0.97411907,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877404506,132530,-0.971557,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877454474,132530,-0.9686284,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877504675,132530,-0.9650127,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877554573,132530,-0.9624146,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877604841,132530,-0.96130395,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877654561,132530,-0.96085745,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877704921,132530,-0.9609443,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877754467,132530,-0.960495,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877804853,132530,-0.95993745,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877854441,132530,-0.9606821,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877904440,132530,-0.9606748,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2877954685,132530,-0.9595817,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878004451,132530,-0.95850545,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878054476,132530,-0.95717716,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878104444,132530,-0.9560748,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878154445,132530,-0.95570314,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878204536,132530,-0.9551595,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878254479,132530,-0.95381546,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878304714,132530,-0.95397514,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878354923,132530,-0.9558397,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878405769,132530,-0.9580352,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878454580,132530,-0.95924634,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878504559,132530,-0.9614129,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878554742,132530,-0.9635223,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878604444,132530,-0.96489495,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878654771,132530,-0.9648876,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878705373,132530,-0.96503097,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878755011,132530,-0.9648929,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878806091,132530,-0.96365166,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878855289,132530,-0.9616475,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878904591,132530,-0.9608277,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2878954882,132530,-0.9610538,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879005572,132530,-0.96327466,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879054753,132530,-0.9663056,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879104490,132530,-0.970761,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879154516,132530,-0.97413963,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879204556,132530,-0.97614664,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879254467,132530,-0.9763353,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879304440,132530,-0.97856826,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879354803,132530,-0.98198843,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879406152,132530,-0.9864586,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879454717,132530,-0.9918577,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879506016,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879554445,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879604700,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879654583,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879705284,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879754579,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879804480,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879854470,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879904489,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2879954514,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880004439,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880055348,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880105294,132530,-0.9969065,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880154634,132530,-0.9927431,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880205772,132530,-0.9887566,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880254441,132530,-0.9861786,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880304896,132530,-0.98612744,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880354440,132530,-0.98757654,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880405052,132530,-0.98822933,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880454481,132530,-0.9885157,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880504441,132530,-0.9893293,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880554441,132530,-0.99189425,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880604584,132530,-0.9951337,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880654492,132530,-0.995617,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880706302,132530,-0.9918679,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880755178,132530,-0.9855906,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880804442,132530,-0.98140055,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880854697,132530,-0.9804576,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880904480,132530,-0.98140997,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2880954471,132530,-0.98172736,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881004898,132530,-0.98077834,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881054940,132530,-0.98032504,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881106032,132530,-0.9798089,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881154767,132530,-0.9782601,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881204527,132530,-0.9758937,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881254442,132530,-0.9728631,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881304950,132530,-0.969137,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881354491,132530,-0.96793675,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881404442,132530,-0.9690261,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881454942,132530,-0.97156394,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881504444,132530,-0.9749245,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881555057,132530,-0.97717994,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881606018,132530,-0.97845036,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881654473,132530,-0.97934884,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881704527,132530,-0.9807764,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881754789,132530,-0.98065025,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881805370,132530,-0.978625,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881854763,132530,-0.9752973,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881904469,132530,-0.9743133,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2881954469,132530,-0.9755447,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882004952,132530,-0.97708577,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882054440,132530,-0.9771871,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882104442,132530,-0.97453135,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882154704,132530,-0.97036505,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882204442,132530,-0.9680575,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882254638,132530,-0.96904254,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882304443,132530,-0.9732531,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882354572,132530,-0.9787478,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882404536,132530,-0.98367375,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882454550,132530,-0.9850898,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882506541,132530,-0.9849021,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882554532,132530,-0.9839062,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882605305,132530,-0.9847265,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882654474,132530,-0.9861585,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882705522,132530,-0.9890315,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882754593,132530,-0.9917787,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882804552,132530,-0.9948301,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882854725,132530,-0.997248,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882904579,132530,-0.9988568,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2882954705,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883004444,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883054446,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883104509,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883154868,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883205474,132530,-1.0000001,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883254774,132530,-0.66242856,5265288000000000.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883305098,132530,-0.9979494,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883354441,132530,-0.9971158,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883406577,132530,-0.99523777,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883454592,132530,-0.99281394,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883504439,132530,-0.991546,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883555856,132530,-0.9907493,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883605348,132530,-0.9892913,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883654685,132530,-0.9865738,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883705651,132530,-0.98213357,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883754683,132530,-0.9784751,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883805124,132530,-0.9761389,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883854446,132530,-0.9766088,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883904943,132530,-0.9802771,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2883954724,132530,-0.9838416,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884004449,132530,-0.9841998,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884054511,132530,-0.9822969,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884104442,132530,-0.9775132,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884154444,132530,-0.975134,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884204461,132530,-0.9752176,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884254756,132530,-0.97530234,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884304504,132530,-0.97485214,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884354714,132530,-0.9732178,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884404440,132530,-0.972269,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884454442,132530,-0.9715888,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884505185,132530,-0.9714119,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884554443,132530,-0.9729396,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884605073,132530,-0.9749005,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884654448,132530,-0.9758243,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884704443,132530,-0.66242856,5265288000000000.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884754474,132530,-0.97576785,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884804555,132530,-0.97716856,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884854533,132530,-0.97780824,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884905116,132530,-0.9777996,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2884955027,132530,-0.9788752,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885005438,132530,-0.9790597,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885054678,132530,-0.9778757,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885104441,132530,-0.97598076,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885154560,132530,-0.9748155,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885204800,132530,-0.9751698,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885254441,132530,-0.9765544,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885305127,132530,-0.9768105,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885354541,132530,-0.9752093,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885405812,132530,-0.9699956,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885454449,132530,-0.96566236,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885504749,132530,-0.9629909,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885554542,132530,-0.9602838,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885604439,132530,-0.9587543,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885655096,132530,-0.95881814,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885704450,132530,-0.9603179,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885754706,132530,-0.9617545,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885806233,132530,-0.9640164,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885854563,132530,-0.9655513,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885904568,132530,-0.9666853,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2885954444,132530,-0.96688634,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886005076,132530,-0.966653,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886054441,132530,-0.9660422,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886104586,132530,-0.96664464,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886154446,132530,-0.96753806,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886204847,132530,-0.96671844,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886254440,132530,-0.96525985,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886304440,132530,-0.9638262,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886355227,132530,-0.9619653,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886404522,132530,-0.9571455,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886454828,132530,-0.9521687,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886504481,132530,-0.94965094,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886554543,132530,-0.9479459,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886604505,132530,-0.9461983,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886654445,132530,-0.94709,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886705057,132530,-0.9499428,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886754813,132530,-0.9533813,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886804472,132530,-0.95687217,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886854443,132530,-0.9597397,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886904631,132530,-0.96127737,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2886954448,132530,-0.9622011,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887004746,132530,-0.96179384,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887055031,132530,-0.9598355,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887104468,132530,-0.9574931,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887154788,132530,-0.9546017,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887204452,132530,-0.95181566,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887255034,132530,-0.9492071,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887304516,132530,-0.9474273,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887354451,132530,-0.9450595,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887405338,132530,-0.66242856,5265288000000000.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887454693,132530,-0.9446428,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887504502,132530,-0.9504358,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887554478,132530,-0.9608675,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887604692,132530,-0.97063977,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887654449,132530,-0.97756034,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887704729,132530,-0.9830089,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887754743,132530,-0.9866583,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887804481,132530,-0.9871992,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887854753,132530,-0.98556983,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887904478,132530,-0.98257333,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2887954444,132530,-0.97951496,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888004532,132530,-0.9760725,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888054572,132530,-0.97366816,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888104986,132530,-0.9727904,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888154812,132530,-0.9735665,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888204442,132530,-0.9754384,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888254445,132530,-0.9774496,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888304443,132530,-0.97833973,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888354442,132530,-0.9776961,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888404490,132530,-0.9788174,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888454755,132530,-0.9815364,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888504702,132530,-0.984437,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888554703,132530,-0.98630667,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888604441,132530,-0.9857567,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
2888654442,132530,-0.98217577,0.0,-1.5707964,1.5707964,-3.1415927,3.1415927,0
