timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
2888791465,2888768707,6780705,49.79451,44.26,100728.31,1.196819
2888964633,2888941972,6780705,49.83679,44.25,100727.83,1.1968132
2889138573,2889115534,6780705,49.739025,44.26,100729.0,1.1968272
2889397567,2889374949,6780705,49.89492,44.26,100727.125,1.1968049
2889571014,2889548130,6780705,49.797157,44.26,100728.305,1.1968188
2889743934,2889721345,6780705,49.720528,44.26,100729.23,1.1968298
2890003727,2889981112,6780705,49.40345,44.25,100733.01,1.1968747
2890176926,2890154307,6780705,49.377026,44.239998,100733.33,1.1968787
2890350295,2890327536,6780705,49.572556,44.239998,100730.98,1.1968507
2890523326,2890500748,6780705,49.40609,44.219997,100732.99,1.1968745
2890783232,2890760538,6780705,49.345318,44.219997,100733.695,1.1968828
2890956400,2890933771,6780705,49.20792,44.219997,100735.33,1.1969024
2891129748,2891106934,6780705,49.297756,44.2,100734.266,1.1968898
2891389391,2891366736,6780705,49.202633,44.2,100735.41,1.1969033
2891562534,2891539912,6780705,49.59898,44.19,100730.69,1.1968472
2891735724,2891713109,6780705,49.63333,44.19,100730.26,1.1968421
2891995546,2891972940,6780705,49.477432,44.18,100732.125,1.1968642
2892168779,2892146120,6780705,49.683537,44.17,100729.65,1.1968349
2892341936,2892319309,6780705,49.765446,44.16,100728.695,1.1968236
2892601754,2892579120,6780705,49.694103,44.149998,100729.54,1.1968335
2892775238,2892752346,6780705,49.80508,44.14,100728.19,1.1968175
2892948299,2892925576,6780705,49.670322,44.14,100729.81,1.1968367
2893121443,2893098758,6780705,49.70203,44.14,100729.445,1.1968324
2893381153,2893358889,6780705,49.591053,44.14,100730.766,1.1968482
2893554687,2893531790,6780705,49.651825,44.129997,100730.04,1.1968395
2893727573,2893704907,6780705,49.74431,44.129997,100728.93,1.1968263
2893987335,2893964773,6780705,49.609547,44.12,100730.53,1.1968453
2894160548,2894137913,6780705,49.651825,44.11,100730.03,1.1968393
2894333738,2894311113,6780705,49.52235,44.1,100731.59,1.196858
2894593744,2894570941,6780705,49.59634,44.09,100730.7,1.1968474
2894766748,2894744116,6780705,49.37174,44.09,100733.39,1.1968794
2894940112,2894917310,6780705,49.231697,44.09,100735.05,1.196899
2895199738,2895177107,6780705,49.126003,44.09,100736.33,1.1969142
2895372954,2895350307,6780705,49.06523,44.079998,100737.06,1.196923
2895546126,2895523511,6780705,49.078445,44.07,100736.9,1.196921
2895719420,2895696725,6780705,48.89877,44.059998,100739.05,1.1969465
2895979138,2895956521,6780705,48.761364,44.07,100740.68,1.1969659
2896152325,2896129707,6780705,48.911976,44.05,100738.89,1.1969446
2896325530,2896302911,6780705,48.623962,44.04,100742.34,1.1969857
2896585412,2896562708,6780705,48.74551,44.05,100740.87,1.1969682
2896758606,2896735914,6780705,48.94104,44.04,100738.52,1.1969403
2896931728,2896909383,6780705,49.01503,44.03,100737.66,1.19693
2897191550,2897168931,6780705,48.676807,44.03,100741.7,1.1969781
2897364789,2897342109,6780705,48.85649,44.03,100739.54,1.1969523
2897538557,2897515595,6780705,48.832706,44.03,100739.83,1.1969558
2897797849,2897775164,6780705,48.98332,44.02,100738.016,1.1969343
2897971049,2897948307,6780705,48.885555,44.02,100739.195,1.1969483
2898144139,2898121524,6780705,48.84856,44.02,100739.65,1.1969537
2898403948,2898381330,6780705,48.85913,44.02,100739.52,1.1969522
2898577282,2898554522,6780705,48.69002,44.01,100741.53,1.1969761
2898750392,2898727738,6780705,48.877625,44.0,100739.3,1.1969495
2898923556,2898900918,6780705,48.96218,44.0,100738.27,1.1969373
2899183424,2899160708,6780705,48.61868,44.01,100742.4,1.1969863
2899356542,2899333917,6780705,48.943687,44.01,100738.516,1.1969403
2899529738,2899507107,6780705,48.727016,44.0,100741.11,1.196971
2899789526,2899766983,6780705,48.58433,43.989998,100742.79,1.196991
2899962789,2899940107,6780705,48.819496,43.98,100739.97,1.1969575
2900136074,2900113326,6780705,48.76665,43.989998,100740.625,1.1969652
2900395741,2900373116,6780705,48.874985,43.98,100739.336,1.19695
2900568934,2900546334,6780705,48.872345,43.98,100739.35,1.1969501
2900742375,2900719530,6780705,48.89084,43.989998,100739.125,1.1969475
2901001944,2900979310,6780705,48.970108,43.989998,100738.19,1.1969362
2901175130,2901152537,6780705,48.814213,43.989998,100740.055,1.1969584
2901348338,2901325715,6780705,48.806286,43.989998,100740.15,1.1969596
2901521650,2901498919,6780705,48.695305,43.989998,100741.48,1.1969755
2901781359,2901758961,6780705,48.49713,43.989998,100743.84,1.1970035
2901954529,2901931909,6780705,48.51034,43.989998,100743.69,1.1970017
2902127744,2902105116,6780705,48.346523,43.989998,100745.66,1.1970251
2902389170,2902365715,6780705,48.145702,43.989998,100748.02,1.1970532
2902560805,2902538109,6780705,48.19855,44.0,100747.4,1.1970457
2902733959,2902711320,6780705,48.032085,44.0,100749.39,1.1970694
2902993732,2902971108,6780705,47.757282,44.0,100752.69,1.1971086
2903167014,2903144321,6780705,47.635735,44.0,100754.14,1.1971259
2903340128,2903317535,6780705,47.54854,44.0,100755.19,1.1971382
2903600209,2903577348,6780705,47.374146,44.0,100757.27,1.1971631
2903773156,2903750536,6780705,47.239388,44.0,100758.875,1.197182
2903946409,2903923725,6780705,47.257885,44.0,100758.664,1.1971796
2904119540,2904096908,6780705,46.951374,44.01,100762.33,1.1972231
2904379505,2904356796,6780705,46.76377,44.01,100764.58,1.1972499
2904552556,2904529921,6780705,46.81926,44.01,100763.914,1.1972419
2904726103,2904703126,6780705,46.668648,44.01,100765.72,1.1972634
2904985619,2904962929,6780705,46.578808,44.01,100766.78,1.1972761
2905158729,2905136128,6780705,46.850967,44.01,100763.51,1.1972371
2905331980,2905309315,6780705,46.4969,44.01,100767.74,1.1972874
2905591767,2905569123,6780705,46.370064,44.01,100769.28,1.1973058
2905765050,2905742307,6780705,46.71621,44.02,100765.15,1.1972566
2905938998,2905915970,6780705,46.30665,44.01,100770.05,1.1973149
2906197925,2906175308,6780705,46.41763,44.01,100768.71,1.197299
2906371193,2906348556,6780705,46.428196,44.01,100768.57,1.1972973
2906544517,2906521732,6780705,46.552383,44.02,100767.09,1.1972797
2906804138,2906781524,6780705,46.124332,44.02,100772.2,1.1973404
2906977365,2906954709,6780705,46.31722,44.01,100769.9,1.1973131
2907150526,2907127907,6780705,46.28551,44.01,100770.29,1.1973177
2907323765,2907301110,6780705,46.629013,44.02,100766.17,1.1972688
2907583615,2907560933,6780705,46.705643,44.02,100765.266,1.1972581
2907756772,2907734111,6780705,46.80605,44.02,100764.05,1.1972436
2907929954,2907907308,6780705,46.605232,44.02,100766.45,1.1972722
2908189922,2908167197,6780705,46.383278,44.01,100769.125,1.1973039
2908363077,2908340307,6780705,46.30401,44.01,100770.086,1.1973153
2908536187,2908513543,6780705,46.335716,44.01,100769.68,1.1973104
2908795979,2908773308,6780705,46.325146,44.01,100769.805,1.197312
2908969179,2908946542,6780705,45.965794,44.01,100774.12,1.1973633
2909142435,2909119723,6780705,45.98693,44.01,100773.84,1.19736
2909402268,2909379582,6780705,45.934082,44.01,100774.484,1.1973675
2909575410,2909552766,6780705,46.0662,44.01,100772.9,1.1973487
2909748626,2909725983,6780705,46.082054,44.02,100772.73,1.1973467
2909921726,2909899108,6780705,46.015995,44.02,100773.5,1.197356
2910181536,2910159273,6780705,46.071487,44.02,100772.836,1.197348
2910354794,2910332107,6780705,46.097908,44.03,100772.52,1.1973443
2910528161,2910505423,6780705,45.90766,44.03,100774.81,1.1973715
2910788637,2910765497,6780705,45.899734,44.02,100774.914,1.1973727
2910960997,2910938316,6780705,46.24852,44.02,100770.73,1.197323
